"","Verb","Tense","Person","Number","Data.point","Forms","Radical"
"3887","Avoir","PRET",2,"pl","La Châtre-Langlin","w oɡijɛ",NA
"3888","Avoir","PRET",3,"pl","La Châtre-Langlin","oɡijã",NA
"3889","Être","PRET",1,"sg","La Châtre-Langlin","səɡi",NA
"3890","Être","PRET",2,"sg","La Châtre-Langlin","səɡi",NA
"3891","Être","PRET",3,"sg","La Châtre-Langlin","oz/al səɡi",NA
"3892","Être","PRET",1,"pl","La Châtre-Langlin","səɡijɛ̃",NA
"3893","Être","PRET",2,"pl","La Châtre-Langlin","w səɡijɛ",NA
"3894","Être","PRET",3,"pl","La Châtre-Langlin","səɡijã",NA
"3895","Pouvoir","PRET",1,"sg","La Châtre-Langlin","poɡi",NA
"3896","Pouvoir","PRET",2,"sg","La Châtre-Langlin","tpoɡi",NA
"3897","Pouvoir","PRET",3,"sg","La Châtre-Langlin","poɡi",NA
"3898","Pouvoir","PRET",1,"pl","La Châtre-Langlin","poɡijɛ̃",NA
"3899","Pouvoir","PRET",2,"pl","La Châtre-Langlin","poɡijɛ",NA
"3900","Pouvoir","PRET",3,"pl","La Châtre-Langlin","poɡijã",NA
"3901","Vouloir","PRET",1,"sg","La Châtre-Langlin","voɡi",NA
"3902","Vouloir","PRET",2,"sg","La Châtre-Langlin","tvoɡi",NA
"3903","Vouloir","PRET",3,"sg","La Châtre-Langlin","voɡi",NA
"3904","Vouloir","PRET",1,"pl","La Châtre-Langlin","voɡijɛ̃",NA
"3905","Vouloir","PRET",2,"pl","La Châtre-Langlin","voɡijɛ",NA
"3906","Vouloir","PRET",3,"pl","La Châtre-Langlin","voɡijã",NA
"3907","Savoir","PRET",1,"sg","La Châtre-Langlin","soɡi",NA
"3908","Savoir","PRET",2,"sg","La Châtre-Langlin","tsoɡi",NA
"3909","Savoir","PRET",3,"sg","La Châtre-Langlin","soɡi",NA
"3910","Savoir","PRET",1,"pl","La Châtre-Langlin","soɡijɛ̃",NA
"3911","Savoir","PRET",2,"pl","La Châtre-Langlin","soɡijɛ",NA
"3912","Savoir","PRET",3,"pl","La Châtre-Langlin","soɡijã",NA
"3913","Devoir","PRET",1,"sg","La Châtre-Langlin","d(ə)vi",NA
"3914","Devoir","PRET",2,"sg","La Châtre-Langlin","td(ə)vi",NA
"3915","Devoir","PRET",3,"sg","La Châtre-Langlin","d(ə)vi",NA
"3916","Devoir","PRET",1,"pl","La Châtre-Langlin","d(ə)vijɛ̃",NA
"3917","Devoir","PRET",2,"pl","La Châtre-Langlin","d(ə)vijɛ",NA
"3918","Devoir","PRET",3,"pl","La Châtre-Langlin","d(ə)vijã",NA
"3919","Faire","PRET",1,"sg","La Châtre-Langlin","fəɡi",NA
"3920","Faire","PRET",2,"sg","La Châtre-Langlin","tfəɡi",NA
"3921","Faire","PRET",3,"sg","La Châtre-Langlin","fəɡi",NA
"3922","Faire","PRET",1,"pl","La Châtre-Langlin","fəɡijɛ̃",NA
"3923","Faire","PRET",2,"pl","La Châtre-Langlin","fəɡijɛ",NA
"3924","Faire","PRET",3,"pl","La Châtre-Langlin","fəɡijã",NA
"3925","Venir","PRET",1,"sg","La Châtre-Langlin","vãɡi",NA
"3926","Venir","PRET",2,"sg","La Châtre-Langlin","tvãɡi",NA
"3927","Venir","PRET",3,"sg","La Châtre-Langlin","vãɡi",NA
"3928","Venir","PRET",1,"pl","La Châtre-Langlin","vãɡijɛ̃",NA
"3929","Venir","PRET",2,"pl","La Châtre-Langlin","vãɡijɛ",NA
"3930","Venir","PRET",3,"pl","La Châtre-Langlin","vãɡijã",NA
"3931","Tenir","PRET",1,"sg","La Châtre-Langlin","tãɡi",NA
"3932","Tenir","PRET",2,"sg","La Châtre-Langlin","ttãɡi",NA
"3933","Tenir","PRET",3,"sg","La Châtre-Langlin","tãɡi",NA
"3934","Tenir","PRET",1,"pl","La Châtre-Langlin","tãɡijɛ̃",NA
"3935","Tenir","PRET",2,"pl","La Châtre-Langlin","tãɡijɛ",NA
"3936","Tenir","PRET",3,"pl","La Châtre-Langlin","tãɡijã",NA
"3937","Dire","PRET",1,"sg","La Châtre-Langlin","tsi",NA
"3938","Dire","PRET",2,"sg","La Châtre-Langlin","ttsi",NA
"3939","Dire","PRET",3,"sg","La Châtre-Langlin","tsi",NA
"3940","Dire","PRET",1,"pl","La Châtre-Langlin","tsijɛ̃",NA
"3941","Dire","PRET",2,"pl","La Châtre-Langlin","tsijɛ",NA
"3942","Dire","PRET",3,"pl","La Châtre-Langlin","tsijã",NA
"3943","Croire","PRET",1,"sg","La Châtre-Langlin","krəɡi",NA
"3944","Croire","PRET",2,"sg","La Châtre-Langlin","tkrəɡi",NA
"3945","Croire","PRET",3,"sg","La Châtre-Langlin","krəɡi",NA
"3946","Croire","PRET",1,"pl","La Châtre-Langlin","krəɡijɛ̃",NA
"3947","Croire","PRET",2,"pl","La Châtre-Langlin","krəɡijɛ",NA
"3948","Croire","PRET",3,"pl","La Châtre-Langlin","krəɡijã",NA
"3949","Prendre","PRET",1,"sg","La Châtre-Langlin","prãɡi",NA
"3950","Prendre","PRET",2,"sg","La Châtre-Langlin","tprãɡi",NA
"3951","Prendre","PRET",3,"sg","La Châtre-Langlin","prãɡi",NA
"3952","Prendre","PRET",1,"pl","La Châtre-Langlin","prãɡijɛ̃",NA
"3953","Prendre","PRET",2,"pl","La Châtre-Langlin","prãɡijɛ",NA
"3954","Prendre","PRET",3,"pl","La Châtre-Langlin","prãɡijã",NA
"3955","Voir","PRET",1,"sg","La Châtre-Langlin","vəɡi",NA
"3956","Voir","PRET",2,"sg","La Châtre-Langlin","tvəɡi",NA
"3957","Voir","PRET",3,"sg","La Châtre-Langlin","vəɡi",NA
"3958","Voir","PRET",1,"pl","La Châtre-Langlin","vəɡijɛ̃",NA
"3959","Voir","PRET",2,"pl","La Châtre-Langlin","vəɡijɛ",NA
"3960","Voir","PRET",3,"pl","La Châtre-Langlin","vəɡijã",NA
"3961","Chanter","PRET",1,"sg","Naves","ʃɛ̃ti",3
"3962","Chanter","PRET",2,"sg","Naves","ʃɛ̃tɛtaj",3
"3963","Chanter","PRET",3,"sg","Naves","ʃɛ̃tɛ",3
"3964","Chanter","PRET",1,"pl","Naves","ʃɛ̃tɛtɛ̃",3
"3965","Chanter","PRET",2,"pl","Naves","ʃɛ̃tɛte",3
"3966","Chanter","PRET",3,"pl","Naves","ʃɛ̃tɛtɔ̃",3
"3967","Lier","PRET",1,"sg","Naves","ji",3
"3968","Lier","PRET",2,"sg","Naves","jɛtaj",3
"3969","Lier","PRET",3,"sg","Naves","jɛ",3
"3970","Lier","PRET",1,"pl","Naves","jɛtɛ̃",3
"3971","Lier","PRET",2,"pl","Naves","jɛte",3
"3972","Lier","PRET",3,"pl","Naves","jɛtɔ̃",3
"3973","Couver","PRET",1,"sg","Naves","ɡrui",4
"3974","Couver","PRET",2,"sg","Naves","ɡruɛtaj",4
"3975","Couver","PRET",3,"sg","Naves","ɡruɛ",4
"3976","Couver","PRET",1,"pl","Naves","ɡruɛtɛ̃",4
"3977","Couver","PRET",2,"pl","Naves","ɡruɛte",4
"3978","Couver","PRET",3,"pl","Naves","ɡruɛtɔ̃",4
"3979","Acheter","PRET",1,"sg","Naves","aʃ(ə)ti",3
"3980","Acheter","PRET",2,"sg","Naves","aʃ(ə)tɛtaj",3
"3981","Acheter","PRET",3,"sg","Naves","aʃ(ə)tɛ",3
"3982","Acheter","PRET",1,"pl","Naves","aʃ(ə)tɛtɛ̃",3
"3983","Acheter","PRET",2,"pl","Naves","w aʃ(ə)tɛte",3
"3984","Acheter","PRET",3,"pl","Naves","aʃ(ə)tɛtɔ̃",3
"3985","Aller","PRET",1,"sg","Naves","zani",3
"3986","Aller","PRET",2,"sg","Naves","zanɛtaj",3
"3987","Aller","PRET",3,"sg","Naves","zanɛ",3
"3988","Aller","PRET",1,"pl","Naves","zanɛtɛ̃",3
"3989","Aller","PRET",2,"pl","Naves","zanɛte",3
"3990","Aller","PRET",3,"pl","Naves","zanɛtɔ̃",3
"3991","Blanchir","PRET",1,"sg","Naves","blɛ̃ʃisi",2
"3992","Blanchir","PRET",2,"sg","Naves","blɛ̃ʃisɛtaj",2
"3993","Blanchir","PRET",3,"sg","Naves","blɛ̃ʃisɛ",2
"3994","Blanchir","PRET",1,"pl","Naves","blɛ̃ʃisɛtɛ̃",2
"3995","Blanchir","PRET",2,"pl","Naves","blɛ̃ʃisɛte",2
"3996","Blanchir","PRET",3,"pl","Naves","blɛ̃ʃisɛtɔ̃",2
"3997","Couvrir","PRET",1,"sg","Naves","(Missing)",NA
"3998","Couvrir","PRET",2,"sg","Naves","(Missing)",NA
"3999","Couvrir","PRET",3,"sg","Naves","(Missing)",NA
"4000","Couvrir","PRET",1,"pl","Naves","(Missing)",NA
"4001","Couvrir","PRET",2,"pl","Naves","(Missing)",NA
"4002","Couvrir","PRET",3,"pl","Naves","(Missing)",NA
"4003","Partir","PRET",1,"sg","Naves","parti",3
"4004","Partir","PRET",2,"sg","Naves","partɛtaj",3
"4005","Partir","PRET",3,"sg","Naves","partɛ",3
"4006","Partir","PRET",1,"pl","Naves","partɛtɛ̃",3
"4007","Partir","PRET",2,"pl","Naves","partɛte",3
"4008","Partir","PRET",3,"pl","Naves","partɛtɔ̃",3
"4009","Vendre","PRET",1,"sg","Naves","vɛ̃di",2
"4010","Vendre","PRET",2,"sg","Naves","vɛ̃dɛtaj",2
"4011","Vendre","PRET",3,"sg","Naves","vɛ̃dɛ",2
"4012","Vendre","PRET",1,"pl","Naves","vɛ̃dɛtɛ̃",2
"4013","Vendre","PRET",2,"pl","Naves","vɛ̃dɛte",2
"4014","Vendre","PRET",3,"pl","Naves","vɛ̃dɛtɔ̃",2
"4015","Avoir","PRET",1,"sg","Naves","adʒi",NA
"4016","Avoir","PRET",2,"sg","Naves","adʒɛtaj",NA
"4017","Avoir","PRET",3,"sg","Naves","ol/l adʒɛ",NA
"4018","Avoir","PRET",1,"pl","Naves","adʒɛtɛ̃",NA
"4019","Avoir","PRET",2,"pl","Naves","w adʒɛte",NA
"4020","Avoir","PRET",3,"pl","Naves","adʒɛtɔ̃",NA
"4021","Être","PRET",1,"sg","Naves","fydʒi",NA
"4022","Être","PRET",2,"sg","Naves","fydʒɛtaj",NA
"4023","Être","PRET",3,"sg","Naves","fydʒɛ",NA
"4024","Être","PRET",1,"pl","Naves","fydʒɛtɛ̃",NA
"4025","Être","PRET",2,"pl","Naves","fydʒɛte",NA
"4026","Être","PRET",3,"pl","Naves","fydʒɛtɔ̃",NA
"4027","Pouvoir","PRET",1,"sg","Naves","podʒi",4
"4028","Pouvoir","PRET",2,"sg","Naves","podʒɛtaj",4
"4029","Pouvoir","PRET",3,"sg","Naves","podʒɛ",4
"4030","Pouvoir","PRET",1,"pl","Naves","podʒɛtɛ̃",4
"4031","Pouvoir","PRET",2,"pl","Naves","podʒɛte",4
"4032","Pouvoir","PRET",3,"pl","Naves","podʒɛtɔ̃",4
"4033","Vouloir","PRET",1,"sg","Naves","vodʒi",4
"4034","Vouloir","PRET",2,"sg","Naves","vodʒɛtaj",4
"4035","Vouloir","PRET",3,"sg","Naves","vodʒɛ",4
"4036","Vouloir","PRET",1,"pl","Naves","vodʒɛtɛ̃",4
"4037","Vouloir","PRET",2,"pl","Naves","vodʒɛte",4
"4038","Vouloir","PRET",3,"pl","Naves","vodʒɛtɔ̃",4
"4039","Savoir","PRET",1,"sg","Naves","sobi",2
"4040","Savoir","PRET",2,"sg","Naves","sobɛtaj",2
"4041","Savoir","PRET",3,"sg","Naves","sobɛ",2
"4042","Savoir","PRET",1,"pl","Naves","sobɛtɛ̃",2
"4043","Savoir","PRET",2,"pl","Naves","sobɛte",2
"4044","Savoir","PRET",3,"pl","Naves","sobɛtɔ̃",2
"4045","Devoir","PRET",1,"sg","Naves","dyvi",2
"4046","Devoir","PRET",2,"sg","Naves","dyvɛtaj",2
"4047","Devoir","PRET",3,"sg","Naves","dyvɛ",2
"4048","Devoir","PRET",1,"pl","Naves","dyvɛtɛ̃",2
"4049","Devoir","PRET",2,"pl","Naves","dyvɛte",2
"4050","Devoir","PRET",3,"pl","Naves","dyvɛtɔ̃",2
"4051","Faire","PRET",1,"sg","Naves","fazi",2
"4052","Faire","PRET",2,"sg","Naves","fazɛtaj",2
"4053","Faire","PRET",3,"sg","Naves","fazɛ",2
"4054","Faire","PRET",1,"pl","Naves","fazɛtɛ̃",2
"4055","Faire","PRET",2,"pl","Naves","fazɛte",2
"4056","Faire","PRET",3,"pl","Naves","fazɛtɔ̃",2
"4057","Venir","PRET",1,"sg","Naves","v(ə)ni",3
"4058","Venir","PRET",2,"sg","Naves","v(ə)nɛtaj",3
"4059","Venir","PRET",3,"sg","Naves","v(ə)nɛ",3
"4060","Venir","PRET",1,"pl","Naves","v(ə)nɛtɛ̃",3
"4061","Venir","PRET",2,"pl","Naves","v(ə)nɛte",3
"4062","Venir","PRET",3,"pl","Naves","v(ə)nɛtɔ̃",3
"4063","Tenir","PRET",1,"sg","Naves","t(ə)ni",3
"4064","Tenir","PRET",2,"sg","Naves","t(ə)nɛtaj",3
"4065","Tenir","PRET",3,"sg","Naves","t(ə)nɛ",3
"4066","Tenir","PRET",1,"pl","Naves","t(ə)nɛtɛ̃",3
"4067","Tenir","PRET",2,"pl","Naves","t(ə)nɛte",3
"4068","Tenir","PRET",3,"pl","Naves","t(ə)nɛtɔ̃",3
"4069","Dire","PRET",1,"sg","Naves","dizi",2
"4070","Dire","PRET",2,"sg","Naves","dizɛtaj",2
"4071","Dire","PRET",3,"sg","Naves","dizɛ",2
"4072","Dire","PRET",1,"pl","Naves","dizɛtɛ̃",2
"4073","Dire","PRET",2,"pl","Naves","dizɛte",2
"4074","Dire","PRET",3,"pl","Naves","dizɛtɔ̃",2
"4075","Croire","PRET",1,"sg","Naves","kœrji",4
"4076","Croire","PRET",2,"sg","Naves","kœrjɛtaj",4
"4077","Croire","PRET",3,"sg","Naves","kœrjɛ",4
"4078","Croire","PRET",1,"pl","Naves","kœrjɛtɛ̃",4
"4079","Croire","PRET",2,"pl","Naves","kœrjɛte",4
"4080","Croire","PRET",3,"pl","Naves","kœrjɛtɔ̃",4
"4081","Prendre","PRET",1,"sg","Naves","pœrni",2
"4082","Prendre","PRET",2,"sg","Naves","pœrnɛtaj",2
"4083","Prendre","PRET",3,"sg","Naves","pœrnɛ",2
"4084","Prendre","PRET",1,"pl","Naves","pœrnɛtɛ̃",2
"4085","Prendre","PRET",2,"pl","Naves","pœrnɛte",2
"4086","Prendre","PRET",3,"pl","Naves","pœrnɛtɔ̃",2
"4087","Voir","PRET",1,"sg","Naves","v(ə)dʒi",3
"4088","Voir","PRET",2,"sg","Naves","v(ə)dʒɛtaj",3
"4089","Voir","PRET",3,"sg","Naves","v(ə)dʒɛ",3
"4090","Voir","PRET",1,"pl","Naves","v(ə)dʒɛtɛ̃",3
"4091","Voir","PRET",2,"pl","Naves","v(ə)dʒɛte",3
"4092","Voir","PRET",3,"pl","Naves","v(ə)dʒɛtɔ̃",3
"4093","Chanter","PRET",1,"sg","Prissac","(Missing)",NA
"4094","Chanter","PRET",2,"sg","Prissac","(Missing)",NA
"4095","Chanter","PRET",3,"sg","Prissac","(Missing)",NA
"4096","Chanter","PRET",1,"pl","Prissac","(Missing)",NA
"4097","Chanter","PRET",2,"pl","Prissac","(Missing)",NA
"4098","Chanter","PRET",3,"pl","Prissac","(Missing)",NA
"4099","Lier","PRET",1,"sg","Prissac","(Missing)",NA
"4100","Lier","PRET",2,"sg","Prissac","(Missing)",NA
"4101","Lier","PRET",3,"sg","Prissac","(Missing)",NA
"4102","Lier","PRET",1,"pl","Prissac","(Missing)",NA
"4103","Lier","PRET",2,"pl","Prissac","(Missing)",NA
"4104","Lier","PRET",3,"pl","Prissac","(Missing)",NA
"4105","Couver","PRET",1,"sg","Prissac","(Missing)",NA
"4106","Couver","PRET",2,"sg","Prissac","(Missing)",NA
"4107","Couver","PRET",3,"sg","Prissac","(Missing)",NA
"4108","Couver","PRET",1,"pl","Prissac","(Missing)",NA
"4109","Couver","PRET",2,"pl","Prissac","(Missing)",NA
"4110","Couver","PRET",3,"pl","Prissac","(Missing)",NA
"4111","Acheter","PRET",1,"sg","Prissac","(Missing)",NA
"4112","Acheter","PRET",2,"sg","Prissac","(Missing)",NA
"4113","Acheter","PRET",3,"sg","Prissac","(Missing)",NA
"4114","Acheter","PRET",1,"pl","Prissac","(Missing)",NA
"4115","Acheter","PRET",2,"pl","Prissac","(Missing)",NA
"4116","Acheter","PRET",3,"pl","Prissac","(Missing)",NA
"4117","Aller","PRET",1,"sg","Prissac","(Missing)",NA
"4118","Aller","PRET",2,"sg","Prissac","(Missing)",NA
"4119","Aller","PRET",3,"sg","Prissac","(Missing)",NA
"4120","Aller","PRET",1,"pl","Prissac","(Missing)",NA
"4121","Aller","PRET",2,"pl","Prissac","(Missing)",NA
"4122","Aller","PRET",3,"pl","Prissac","(Missing)",NA
"4123","Blanchir","PRET",1,"sg","Prissac","(Missing)",NA
"4124","Blanchir","PRET",2,"sg","Prissac","(Missing)",NA
"4125","Blanchir","PRET",3,"sg","Prissac","(Missing)",NA
"4126","Blanchir","PRET",1,"pl","Prissac","(Missing)",NA
"4127","Blanchir","PRET",2,"pl","Prissac","(Missing)",NA
"4128","Blanchir","PRET",3,"pl","Prissac","(Missing)",NA
"4129","Couvrir","PRET",1,"sg","Prissac","(Missing)",NA
"4130","Couvrir","PRET",2,"sg","Prissac","(Missing)",NA
"4131","Couvrir","PRET",3,"sg","Prissac","(Missing)",NA
"4132","Couvrir","PRET",1,"pl","Prissac","(Missing)",NA
"4133","Couvrir","PRET",2,"pl","Prissac","(Missing)",NA
"4134","Couvrir","PRET",3,"pl","Prissac","(Missing)",NA
"4135","Partir","PRET",1,"sg","Prissac","(Missing)",NA
"4136","Partir","PRET",2,"sg","Prissac","(Missing)",NA
"4137","Partir","PRET",3,"sg","Prissac","(Missing)",NA
"4138","Partir","PRET",1,"pl","Prissac","(Missing)",NA
"4139","Partir","PRET",2,"pl","Prissac","(Missing)",NA
"4140","Partir","PRET",3,"pl","Prissac","(Missing)",NA
"4141","Vendre","PRET",1,"sg","Prissac","(Missing)",NA
"4142","Vendre","PRET",2,"sg","Prissac","(Missing)",NA
"4143","Vendre","PRET",3,"sg","Prissac","(Missing)",NA
"4144","Vendre","PRET",1,"pl","Prissac","(Missing)",NA
"4145","Vendre","PRET",2,"pl","Prissac","(Missing)",NA
"4146","Vendre","PRET",3,"pl","Prissac","(Missing)",NA
"4147","Avoir","PRET",1,"sg","Prissac","(Missing)",NA
"4148","Avoir","PRET",2,"sg","Prissac","(Missing)",NA
"4149","Avoir","PRET",3,"sg","Prissac","(Missing)",NA
"4150","Avoir","PRET",1,"pl","Prissac","(Missing)",NA
"4151","Avoir","PRET",2,"pl","Prissac","(Missing)",NA
"4152","Avoir","PRET",3,"pl","Prissac","(Missing)",NA
"4153","Être","PRET",1,"sg","Prissac","(Missing)",NA
"4154","Être","PRET",2,"sg","Prissac","(Missing)",NA
"4155","Être","PRET",3,"sg","Prissac","(Missing)",NA
"4156","Être","PRET",1,"pl","Prissac","(Missing)",NA
"4157","Être","PRET",2,"pl","Prissac","(Missing)",NA
"4158","Être","PRET",3,"pl","Prissac","(Missing)",NA
"4159","Pouvoir","PRET",1,"sg","Prissac","(Missing)",NA
"4160","Pouvoir","PRET",2,"sg","Prissac","(Missing)",NA
"4161","Pouvoir","PRET",3,"sg","Prissac","(Missing)",NA
"4162","Pouvoir","PRET",1,"pl","Prissac","(Missing)",NA
"4163","Pouvoir","PRET",2,"pl","Prissac","(Missing)",NA
"4164","Pouvoir","PRET",3,"pl","Prissac","(Missing)",NA
"4165","Vouloir","PRET",1,"sg","Prissac","(Missing)",NA
"4166","Vouloir","PRET",2,"sg","Prissac","(Missing)",NA
"4167","Vouloir","PRET",3,"sg","Prissac","(Missing)",NA
"4168","Vouloir","PRET",1,"pl","Prissac","(Missing)",NA
"4169","Vouloir","PRET",2,"pl","Prissac","(Missing)",NA
"4170","Vouloir","PRET",3,"pl","Prissac","(Missing)",NA
"4171","Savoir","PRET",1,"sg","Prissac","(Missing)",NA
"4172","Savoir","PRET",2,"sg","Prissac","(Missing)",NA
"4173","Savoir","PRET",3,"sg","Prissac","(Missing)",NA
"4174","Savoir","PRET",1,"pl","Prissac","(Missing)",NA
"4175","Savoir","PRET",2,"pl","Prissac","(Missing)",NA
"4176","Savoir","PRET",3,"pl","Prissac","(Missing)",NA
"4177","Devoir","PRET",1,"sg","Prissac","(Missing)",NA
"4178","Devoir","PRET",2,"sg","Prissac","(Missing)",NA
"4179","Devoir","PRET",3,"sg","Prissac","(Missing)",NA
"4180","Devoir","PRET",1,"pl","Prissac","(Missing)",NA
"4181","Devoir","PRET",2,"pl","Prissac","(Missing)",NA
"4182","Devoir","PRET",3,"pl","Prissac","(Missing)",NA
"4183","Faire","PRET",1,"sg","Prissac","(Missing)",NA
"4184","Faire","PRET",2,"sg","Prissac","(Missing)",NA
"4185","Faire","PRET",3,"sg","Prissac","(Missing)",NA
"4186","Faire","PRET",1,"pl","Prissac","(Missing)",NA
"4187","Faire","PRET",2,"pl","Prissac","(Missing)",NA
"4188","Faire","PRET",3,"pl","Prissac","(Missing)",NA
"4189","Venir","PRET",1,"sg","Prissac","(Missing)",NA
"4190","Venir","PRET",2,"sg","Prissac","(Missing)",NA
"4191","Venir","PRET",3,"sg","Prissac","(Missing)",NA
"4192","Venir","PRET",1,"pl","Prissac","(Missing)",NA
"4193","Venir","PRET",2,"pl","Prissac","(Missing)",NA
"4194","Venir","PRET",3,"pl","Prissac","(Missing)",NA
"4195","Tenir","PRET",1,"sg","Prissac","(Missing)",NA
"4196","Tenir","PRET",2,"sg","Prissac","(Missing)",NA
"4197","Tenir","PRET",3,"sg","Prissac","(Missing)",NA
"4198","Tenir","PRET",1,"pl","Prissac","(Missing)",NA
"4199","Tenir","PRET",2,"pl","Prissac","(Missing)",NA
"4200","Tenir","PRET",3,"pl","Prissac","(Missing)",NA
"4201","Dire","PRET",1,"sg","Prissac","(Missing)",NA
"4202","Dire","PRET",2,"sg","Prissac","(Missing)",NA
"4203","Dire","PRET",3,"sg","Prissac","(Missing)",NA
"4204","Dire","PRET",1,"pl","Prissac","(Missing)",NA
"4205","Dire","PRET",2,"pl","Prissac","(Missing)",NA
"4206","Dire","PRET",3,"pl","Prissac","(Missing)",NA
"4207","Croire","PRET",1,"sg","Prissac","(Missing)",NA
"4208","Croire","PRET",2,"sg","Prissac","(Missing)",NA
"4209","Croire","PRET",3,"sg","Prissac","(Missing)",NA
"4210","Croire","PRET",1,"pl","Prissac","(Missing)",NA
"4211","Croire","PRET",2,"pl","Prissac","(Missing)",NA
"4212","Croire","PRET",3,"pl","Prissac","(Missing)",NA
"4213","Prendre","PRET",1,"sg","Prissac","(Missing)",NA
"4214","Prendre","PRET",2,"sg","Prissac","(Missing)",NA
"4215","Prendre","PRET",3,"sg","Prissac","(Missing)",NA
"4216","Prendre","PRET",1,"pl","Prissac","(Missing)",NA
"4217","Prendre","PRET",2,"pl","Prissac","(Missing)",NA
"4218","Prendre","PRET",3,"pl","Prissac","(Missing)",NA
"4219","Voir","PRET",1,"sg","Prissac","(Missing)",NA
"4220","Voir","PRET",2,"sg","Prissac","(Missing)",NA
"4221","Voir","PRET",3,"sg","Prissac","(Missing)",NA
"4222","Voir","PRET",1,"pl","Prissac","(Missing)",NA
"4223","Voir","PRET",2,"pl","Prissac","(Missing)",NA
"4224","Voir","PRET",3,"pl","Prissac","(Missing)",NA
"4225","Chanter","PRS-SBJV",1,"sg","Châteauponsac","ˈʃãtɛ",NA
"4226","Chanter","PRS-SBJV",2,"sg","Châteauponsac","ʃãˈte/aː",NA
"4227","Chanter","PRS-SBJV",3,"sg","Châteauponsac","ˈʃãtɛ",NA
"4228","Chanter","PRS-SBJV",1,"pl","Châteauponsac","ʃãˈtã",NA
"4229","Chanter","PRS-SBJV",2,"pl","Châteauponsac","ʃãˈte/aː",NA
"4230","Chanter","PRS-SBJV",3,"pl","Châteauponsac","ʃãˈtã",NA
"4231","Lier","PRS-SBJV",1,"sg","Châteauponsac","ˈjɛ",NA
"4232","Lier","PRS-SBJV",2,"sg","Châteauponsac","ˈje/aː",NA
"4233","Lier","PRS-SBJV",3,"sg","Châteauponsac","ˈjɛ",NA
"4234","Lier","PRS-SBJV",1,"pl","Châteauponsac","ˈjã",NA
"4235","Lier","PRS-SBJV",2,"pl","Châteauponsac","ˈje/aː",NA
"4236","Lier","PRS-SBJV",3,"pl","Châteauponsac","ˈjã",NA
"4237","Couver","PRS-SBJV",1,"sg","Châteauponsac","ˈkwɛ",NA
"4238","Couver","PRS-SBJV",2,"sg","Châteauponsac","ˈkwe/aː",NA
"4239","Couver","PRS-SBJV",3,"sg","Châteauponsac","ˈkwɛ",NA
"4240","Couver","PRS-SBJV",1,"pl","Châteauponsac","ˈkwã",NA
"4241","Couver","PRS-SBJV",2,"pl","Châteauponsac","ˈkwe/aː",NA
"4242","Couver","PRS-SBJV",3,"pl","Châteauponsac","ˈkwã",NA
"4243","Acheter","PRS-SBJV",1,"sg","Châteauponsac","ˈʃatɛ",NA
"4244","Acheter","PRS-SBJV",2,"sg","Châteauponsac","ʃaˈte/aː",NA
"4245","Acheter","PRS-SBJV",3,"sg","Châteauponsac","ˈʃatɛ",NA
"4246","Acheter","PRS-SBJV",1,"pl","Châteauponsac","ʃaˈtã",NA
"4247","Acheter","PRS-SBJV",2,"pl","Châteauponsac","ʃaˈte/aː",NA
"4248","Acheter","PRS-SBJV",3,"pl","Châteauponsac","ʃaˈtã",NA
"4249","Aller","PRS-SBJV",1,"sg","Châteauponsac","ˈanɛ",NA
"4250","Aller","PRS-SBJV",2,"sg","Châteauponsac","aˈnaː",NA
"4251","Aller","PRS-SBJV",3,"sg","Châteauponsac","ˈanɛ",NA
"4252","Aller","PRS-SBJV",1,"pl","Châteauponsac","aˈnã",NA
"4253","Aller","PRS-SBJV",2,"pl","Châteauponsac","w aˈnaː",NA
"4254","Aller","PRS-SBJV",3,"pl","Châteauponsac","ɛaˈnã",NA
"4255","Blanchir","PRS-SBJV",1,"sg","Châteauponsac","blãˈʃisɛ",NA
"4256","Blanchir","PRS-SBJV",2,"sg","Châteauponsac","blãʃiˈse/aː",NA
"4257","Blanchir","PRS-SBJV",3,"sg","Châteauponsac","blãˈʃisɛ",NA
"4258","Blanchir","PRS-SBJV",1,"pl","Châteauponsac","blãʃiˈsã",NA
"4259","Blanchir","PRS-SBJV",2,"pl","Châteauponsac","blãʃiˈse/aː",NA
"4260","Blanchir","PRS-SBJV",3,"pl","Châteauponsac","blãʃiˈsã",NA
"4261","Couvrir","PRS-SBJV",1,"sg","Châteauponsac","kuˈvrisɛ",NA
"4262","Couvrir","PRS-SBJV",2,"sg","Châteauponsac","kuvriˈsaː",NA
"4263","Couvrir","PRS-SBJV",3,"sg","Châteauponsac","kuˈvrisɛ",NA
"4264","Couvrir","PRS-SBJV",1,"pl","Châteauponsac","kuvriˈsã",NA
"4265","Couvrir","PRS-SBJV",2,"pl","Châteauponsac","kuvriˈsaː",NA
"4266","Couvrir","PRS-SBJV",3,"pl","Châteauponsac","kuvriˈsã",NA
"4267","Partir","PRS-SBJV",1,"sg","Châteauponsac","(Missing)",NA
"4268","Partir","PRS-SBJV",2,"sg","Châteauponsac","(Missing)",NA
"4269","Partir","PRS-SBJV",3,"sg","Châteauponsac","(Missing)",NA
"4270","Partir","PRS-SBJV",1,"pl","Châteauponsac","(Missing)",NA
"4271","Partir","PRS-SBJV",2,"pl","Châteauponsac","(Missing)",NA
